id,uuid,observed_on,time_observed_at,time_zone,user_id,user_name,tag_list,description,num_identification_agreements,num_identification_disagreements,place_guess,latitude,longitude,positional_accuracy,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
206698147,fc7bac05-1dc4-49ce-b9e7-5710f72e8a08,2024-04-11,2024-04-11 13:40:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.3243586191,-122.5762796246,15,Anteaeolidiella oliviae,Olive's Aeolid,Mollusca,464287,Cladobranchia,Aeolidioidea,Aeolidiidae,,,,,Anteaeolidiella,,Anteaeolidiella oliviae,,,,
206698157,cb784f5f-b124-4314-b935-55276e6c1915,2024-04-11,2024-04-11 14:02:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.3149287474,-122.4586564391,15,Triopha maculata,Spotted Dorid,Mollusca,47110,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha maculata,,,,
206698158,27b5b1a0-6bb1-4fe8-a2a0-1535bfba3737,2024-04-11,2024-04-11 14:05:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.3129712337,-122.5047294344,60,Rostanga pulchra,Red Sponge Dorid,Mollusca,47473,Doridina,Doridoidea,Discodorididae,,,,,Rostanga,,Rostanga pulchra,,,,
206698159,a02f1b4f-b607-4a19-b3cb-09118d55d4d0,2024-04-11,2024-04-11 14:08:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.337903943,-122.4776659828,60,Aegires albopunctatus,Salt-and-pepper Doris,Mollusca,48981,Doridina,Onchidoridoidea,Aegiridae,,,,,Aegires,,Aegires albopunctatus,,,,
206698161,737219e2-52af-4956-9f2a-1896f9eb5972,2024-04-11,2024-04-11 14:16:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.2263000633,-122.5795118966,60,Aegires albopunctatus,Salt-and-pepper Doris,Mollusca,48981,Doridina,Onchidoridoidea,Aegiridae,,,,,Aegires,,Aegires albopunctatus,,,,
206698162,c591cd54-66ff-48fd-b6be-003c92c543d6,2024-04-11,2024-04-11 14:18:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.3371386039,-122.5684889651,60,Limacia cockerelli,Cockerell's Dorid,Mollusca,538830,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Limacia,,Limacia cockerelli,,,,
206698164,7ecc1e5b-696b-4062-b60c-5bfcd7acb597,2024-04-11,2024-04-11 14:19:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.2186291396,-122.5883586898,60,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
206698167,868f7a28-1491-4dcd-9654-48f69d9a25c1,2024-04-11,2024-04-11 14:24:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.2856355146,-122.5218566943,60,Rostanga pulchra,Red Sponge Dorid,Mollusca,47473,Doridina,Doridoidea,Discodorididae,,,,,Rostanga,,Rostanga pulchra,,,,
206698169,e27a1cee-7de7-472f-ae6c-f92efb5159c7,2024-04-11,2024-04-11 14:33:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.3356741109,-122.5810152707,60,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
206698172,f4801e80-0dba-4284-b9fd-960d8f1db6c5,2024-04-11,2024-04-11 14:39:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.3131715039,-122.5187574836,60,Aegires albopunctatus,Salt-and-pepper Doris,Mollusca,48981,Doridina,Onchidoridoidea,Aegiridae,,,,,Aegires,,Aegires albopunctatus,,,,
206698173,0e0977d8-e97a-4cd8-a0a4-2cb7f2cd3d10,2024-04-11,2024-04-11 14:59:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.2694408352,-122.4826826721,60,Triopha maculata,Spotted Dorid,Mollusca,47110,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha maculata,,,,
206740135,285b8a33-5fbe-48c8-b2f1-66d35301cd08,2024-04-10,2024-04-10 14:34:26 UTC,Pacific Time (US & Canada),929066,Alycia Uyeoka,"","",1,0,"North Pacific Ocean, CA, US",37.4944416667,-122.4993833333,4,Dirona picta,Colorful Dirona,Mollusca,48978,Cladobranchia,Proctonotoidea,Dironidae,,,,,Dirona,,Dirona picta,,,,
206770579,f79ae29f-f625-4515-9998-49fdc123b072,2024-04-11,2024-04-11 14:32:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"",One of eight we observed this morning.,2,0,"Pacific Grove, CA, USA",36.6274185232,-121.9407907001,4,Rostanga pulchra,Red Sponge Dorid,Mollusca,47473,Doridina,Doridoidea,Discodorididae,,,,,Rostanga,,Rostanga pulchra,,,,
206797664,fab88628-01f2-4f18-87b2-a55ec445db3d,2024-04-12,2024-04-12 16:20:08 UTC,Pacific Time (US & Canada),7299622,,"","",1,0,"Carmel Bay, CA, US",36.5436783333,-121.9340966667,4,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
206805137,196d2368-2fd9-4d01-a4f5-b6e18870cad2,2024-04-12,2024-04-12 16:53:57 UTC,Pacific Time (US & Canada),7299622,,"","",1,0,"Scenic Rd, Carmel, CA, US",36.5428883333,-121.9325633333,52,Doriopsilla fulva,White-speckled Dorid,Mollusca,467284,Doridina,Phyllidioidea,Dendrodorididae,,,,,Doriopsilla,,Doriopsilla fulva,,,,
206805754,a86b62ac-2177-4188-8eb0-8b33ab95c7ae,2024-04-12,2024-04-12 17:10:23 UTC,Pacific Time (US & Canada),6122468,Mateo Longoria,"","",1,0,"Ocean View Ave, Carmel, CA, US",36.5438822424,-121.9340967202,3,Peltodoris nobilis,Noble Dorid,Mollusca,48450,Doridina,Doridoidea,Discodorididae,,,,,Peltodoris,,Peltodoris nobilis,,,,
206806180,44bd6391-c44f-4d7e-8c6c-2129dba5582d,2024-04-12,2024-04-12 17:10:02 UTC,Pacific Time (US & Canada),7299622,,"","",1,0,"Ocean View Ave, Carmel, CA, US",36.54352,-121.933005,44,Peltodoris nobilis,Noble Dorid,Mollusca,48450,Doridina,Doridoidea,Discodorididae,,,,,Peltodoris,,Peltodoris nobilis,,,,
206815808,d4f14bfd-38a7-42da-8bcc-55f990d223f4,2024-04-12,2024-04-12 14:04:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.0839683075,-122.3399246811,195,Peltodoris nobilis,Noble Dorid,Mollusca,48450,Doridina,Doridoidea,Discodorididae,,,,,Peltodoris,,Peltodoris nobilis,,,,
206815809,210f51aa-c2f0-4b7e-81f9-264f0fffc340,2024-04-12,2024-04-12 14:07:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.1842581534,-122.3319398945,195,Rostanga pulchra,Red Sponge Dorid,Mollusca,47473,Doridina,Doridoidea,Discodorididae,,,,,Rostanga,,Rostanga pulchra,,,,
206815817,2967ab6f-9e01-4bb2-a40d-868284ffbc82,2024-04-12,2024-04-12 14:14:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.1965965624,-122.2610730072,195,Geitodoris heathi,Heath's Dorid,Mollusca,47505,Doridina,Doridoidea,Discodorididae,,,,,Geitodoris,,Geitodoris heathi,,,,
206815819,b56a8f14-d2ff-4ac0-bf2f-d02d0c4d7975,2024-04-12,2024-04-12 14:17:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.0549811456,-122.2797051125,195,Peltodoris nobilis,Noble Dorid,Mollusca,48450,Doridina,Doridoidea,Discodorididae,,,,,Peltodoris,,Peltodoris nobilis,,,,
206815822,93a5a1af-f7ff-4094-96b5-0d401fbbc77b,2024-04-12,2024-04-12 14:19:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.0243476149,-122.261379207,195,Triopha catalinae,Clown Dorid,Mollusca,47454,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha catalinae,,,,
206815824,bf8be0e9-20c7-4187-8cf5-3410317d5a31,2024-04-12,2024-04-12 14:22:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.1143301129,-122.2156423862,195,Rostanga pulchra,Red Sponge Dorid,Mollusca,47473,Doridina,Doridoidea,Discodorididae,,,,,Rostanga,,Rostanga pulchra,,,,
206815833,243fe918-c6c9-41bc-b104-f0477fccfe13,2024-04-12,2024-04-12 14:27:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.1089806714,-122.3493973103,195,Tritonia festiva,Festive Tritonid,Mollusca,48827,Cladobranchia,Tritonioidea,Tritoniidae,Tritoniinae,,,,Tritonia,,Tritonia festiva,,,,
206815834,38d44a73-dccf-44a0-86ed-2508341b3b5d,2024-04-12,2024-04-12 14:30:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.1268328569,-122.3563258501,195,Rostanga pulchra,Red Sponge Dorid,Mollusca,47473,Doridina,Doridoidea,Discodorididae,,,,,Rostanga,,Rostanga pulchra,,,,
206815835,4a945f4c-6705-4e07-8f17-55b3153fad4f,2024-04-12,2024-04-12 14:26:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.0423753879,-122.2625261611,195,Rostanga pulchra,Red Sponge Dorid,Mollusca,47473,Doridina,Doridoidea,Discodorididae,,,,,Rostanga,,Rostanga pulchra,,,,
206815839,67cde4c0-1941-4118-b169-9f3633ef6ee9,2024-04-12,2024-04-12 14:37:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.0726268078,-122.3324761063,195,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
206815841,bd1d34bc-eaf3-44e3-af11-f9746ffcb5ec,2024-04-12,2024-04-12 14:40:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.0299390625,-122.2918350245,195,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
206815848,90ebe7cc-4f3f-4d42-a86f-d47c53885095,2024-04-12,2024-04-12 14:40:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.0754527344,-122.3580527043,195,Doriopsilla fulva,White-speckled Dorid,Mollusca,467284,Doridina,Phyllidioidea,Dendrodorididae,,,,,Doriopsilla,,Doriopsilla fulva,,,,
206815854,5b346730-6ca5-44f0-82fc-58a909857ff6,2024-04-12,2024-04-12 14:54:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.1551208332,-122.3569492585,15,Rostanga pulchra,Red Sponge Dorid,Mollusca,47473,Doridina,Doridoidea,Discodorididae,,,,,Rostanga,,Rostanga pulchra,,,,
206815857,26808f7d-b2dc-4fc2-bf7e-57b458c7af77,2024-04-12,2024-04-12 14:52:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.1381782095,-122.212822429,15,Tritonia festiva,Festive Tritonid,Mollusca,48827,Cladobranchia,Tritonioidea,Tritoniidae,Tritoniinae,,,,Tritonia,,Tritonia festiva,,,,
206815863,0f53ddf8-2e8c-4c25-9fbc-aae456c01a59,2024-04-12,2024-04-12 14:59:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.0179142282,-122.2632285652,15,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
206815875,71891c80-1fad-428a-badc-fb8b26940b92,2024-04-12,2024-04-12 15:17:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.161436168,-122.2747926325,15,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
206815879,87ef929c-2610-4b3f-b7b8-8ff28594edf8,2024-04-12,2024-04-12 15:23:00 UTC,Pacific Time (US & Canada),861881,Cricket Raspet,"",,1,0,"California, US",37.1918911203,-122.2632997391,15,Doris montereyensis,Monterey Dorid,Mollusca,47469,Doridina,Doridoidea,Dorididae,,,,,Doris,,Doris montereyensis,,,,
206829085,d6a8712f-b75b-4c9d-87f5-a5004dd5a69a,2024-04-07,2024-04-07 23:40:59 UTC,Pacific Time (US & Canada),6458455,"","",,1,0,"Monterey County, CA, USA",36.5442305556,-121.9337472222,,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
206831957,14604617-5f86-4dd1-902c-d7a0a9745912,2024-04-11,2024-04-11 16:33:00 UTC,Pacific Time (US & Canada),5664490,,"",,1,0,"San Mateo County, CA, USA",37.520515,-122.5164998997,,Rostanga pulchra,Red Sponge Dorid,Mollusca,47473,Doridina,Doridoidea,Discodorididae,,,,,Rostanga,,Rostanga pulchra,,,,
206842657,c1df54ba-c835-486a-ae89-7ec392ebabff,2024-04-12,2024-04-12 16:28:49 UTC,Pacific Time (US & Canada),2343821,Nicholas Flores,"","",1,0,"Carmel Bay, CA, US",36.5434416667,-121.9340583333,5,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
206851607,df385705-2841-4f65-97b1-629beeca02c2,2024-04-12,2024-04-12 17:21:21 UTC,Pacific Time (US & Canada),7719621,,"","",1,0,"Monterey Bay, Pacific Grove, CA, US",36.636975,-121.9331133333,7,Diaulula sandiegensis,San Diego Dorid,Mollusca,508884,Doridina,Doridoidea,Discodorididae,,,,,Diaulula,,Diaulula sandiegensis,,,,
206858440,c68d026a-1fa9-4151-af42-7cd78a65c515,2024-04-12,2024-04-12 17:37:57 UTC,Pacific Time (US & Canada),6484900,,"","",2,0,"Soquel Cove, CA, US",36.960005,-121.9645166667,8,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
206863131,ae68b351-a6a5-498c-93d9-ed4afda74513,2024-04-12,2024-04-12 16:28:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"",Found by Jules Wyman; one of two that three of us found this morning.,2,0,"Santa Cruz County, CA, USA",37.0455862874,-122.2380710304,15,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
206863135,73730415-9e2d-4ecc-8ca4-bca708bf2707,2024-04-12,2024-04-12 16:35:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"",Found by Jules Wyman.,2,0,"Santa Cruz County, CA, USA",37.0460042816,-122.2383982595,15,Aeolidia loui,Warty Shag-rug Nudibranch,Mollusca,498117,Cladobranchia,Aeolidioidea,Aeolidiidae,,,,,Aeolidia,,Aeolidia loui,,,,
206863139,1f86497c-2cb2-47d1-abf0-b242485ee8e5,2024-04-12,2024-04-12 16:03:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"","",2,0,"Santa Cruz County, CA, USA",37.0458688754,-122.2382534207,15,Rostanga pulchra,Red Sponge Dorid,Mollusca,47473,Doridina,Doridoidea,Discodorididae,,,,,Rostanga,,Rostanga pulchra,,,,
206863146,05a8b0e1-3228-425e-b9a8-7c2c2789a641,2024-04-12,2024-04-12 15:43:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"",Juvenile,2,0,"Santa Cruz County, CA, USA",37.0460066905,-122.2385001839,15,Triopha catalinae,Clown Dorid,Mollusca,47454,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha catalinae,,,,
206863155,6d18571f-a767-477b-ba72-9a30fd5f6842,2024-04-12,2024-04-12 15:35:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"",Juvenile next to its sponge prey (likely Halichondria panicea) underneath a small ledge.,1,0,"Santa Cruz County, CA, USA",37.0458872066,-122.2383928955,15,Doris montereyensis,Monterey Dorid,Mollusca,47469,Doridina,Doridoidea,Dorididae,,,,,Doris,,Doris montereyensis,,,,
206863159,ea193087-989a-4f7f-a442-097b47d2c6a7,2024-04-12,2024-04-12 15:23:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"",Form A; only specimen of this species three of us found this morning.,1,0,"Santa Cruz County, CA, USA",37.0457314622,-122.2384143529,8,Doto urak,,Mollusca,1614913,Cladobranchia,Dendronotoidea,Dotidae,,,,,Doto,,Doto urak,,,,
206863167,38838ba6-f739-449a-b30e-2ce7a2d8bc9e,2024-04-12,2024-04-12 15:13:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"",I found 45 individuals of this species in 2.5 hours of searching this morning.,2,0,"Santa Cruz County, CA, USA",37.0458786434,-122.2383177937,15,Coryphella trilineata,Three-lined Aeolid,Mollusca,1392222,Cladobranchia,Fionoidea,Coryphellidae,,,,,Coryphella,,Coryphella trilineata,,,,
206863173,dc1ba599-a6e3-455e-b63d-3bc7cbe29b79,2024-04-12,2024-04-12 15:03:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"",Found two individuals this morning at Scott Creek.,3,0,"Santa Cruz County, CA, USA",37.0457416311,-122.238360709,15,Flabellinopsis iodinea,Spanish Shawl,Mollusca,194495,Cladobranchia,Aeolidioidea,Flabellinopsidae,,,,,Flabellinopsis,,Flabellinopsis iodinea,,,,
206863175,5f9c8c1b-e210-420a-a3d3-059d2e116cfd,2024-04-12,2024-04-12 15:12:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"","2nd image shows a juvenile as found, next to Dendrobeania lichenoides under a small ledge.",3,0,"Santa Cruz County, CA, USA",37.0457400255,-122.2383499799,8,Triopha maculata,Spotted Dorid,Mollusca,47110,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha maculata,,,,
206863184,1388497c-1ee1-4dbe-b483-098ef63e8107,2024-04-12,2024-04-12 14:56:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"","Two of the 19 I found this morning. Both found as shown, hunkered down and likely feeding on hydroids, two species of which are visible in the 2nd image.",3,0,"Santa Cruz County, CA, USA",37.0458299398,-122.2384572683,8,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
206863193,552902ce-b22c-46eb-9782-7c6fc5b99d15,2024-04-12,2024-04-12 14:53:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"","",2,0,"Scott Creek Beach County Park, Santa Cruz County, US-CA, US",37.0458805166,-122.2384519038,4,Doto columbiana,British Columbia Doto,Mollusca,47774,Cladobranchia,Dendronotoidea,Dotidae,,,,,Doto,,Doto columbiana,,,,
206863204,7b6b14fd-b5e5-44a4-8623-acb4ea928c77,2024-04-12,2024-04-12 14:42:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"","",2,0,"Santa Cruz County, CA, USA",37.0459533042,-122.2384626326,4,Dendronotus subramosus,Stubby Dendronotid,Mollusca,47771,Cladobranchia,Dendronotoidea,Dendronotidae,,,,,Dendronotus,,Dendronotus subramosus,,,,
206863205,ba903073-320c-4ddc-94ac-4ef4dfe4fa48,2024-04-12,2024-04-12 14:38:00 UTC,Pacific Time (US & Canada),216076,Jeff Goddard,"","",3,0,"Santa Cruz County, CA, USA",37.0459682899,-122.2384572682,4,Diaulula sandiegensis,San Diego Dorid,Mollusca,508884,Doridina,Doridoidea,Discodorididae,,,,,Diaulula,,Diaulula sandiegensis,,,,
206872087,17224c02-1545-45fb-a1e3-79fab5bf020b,2024-04-12,2024-04-12 16:17:33 UTC,Pacific Time (US & Canada),1650502,Eric B,"","",1,0,"North Pacific Ocean, CA, US",37.521045,-122.5167616667,12,Diaulula sandiegensis,San Diego Dorid,Mollusca,508884,Doridina,Doridoidea,Discodorididae,,,,,Diaulula,,Diaulula sandiegensis,,,,
206872325,601c9500-4d4e-44cf-ba5a-55a308be8a57,2024-04-12,2024-04-12 16:01:44 UTC,Pacific Time (US & Canada),1650502,Eric B,"","",1,0,"North Pacific Ocean, CA, US",37.5208333333,-122.5165716667,4,Triopha maculata,Spotted Dorid,Mollusca,47110,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha maculata,,,,
206874045,5e237d33-b6d1-4e6a-b1c0-b7385a1a8326,2024-04-11,2024-04-11 14:06:55 UTC,Pacific Time (US & Canada),6640805,Max,"",,1,0,"El Granada, CA, USA",37.4957574972,-122.4939862266,489,Triopha maculata,Spotted Dorid,Mollusca,47110,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha maculata,,,,
206883995,d96adc36-ff2a-412a-941d-c2eb5a8513d7,2024-04-12,2024-04-12 16:02:00 UTC,Pacific Time (US & Canada),2629668,,"","",2,0,"North Pacific Ocean, CA, US",37.521011445,-122.5156536123,48,Triopha maculata,Spotted Dorid,Mollusca,47110,Doridina,Polyceroidea,Polyceridae,Triophinae,,,,Triopha,,Triopha maculata,,,,
206884112,97661f0e-3805-41f5-9873-770c6e7b6fe6,2024-04-12,2024-04-12 16:17:27 UTC,Pacific Time (US & Canada),2629668,,"","",1,0,"North Pacific Ocean, CA, US",37.5214416179,-122.5167978675,35,Diaulula sandiegensis,San Diego Dorid,Mollusca,508884,Doridina,Doridoidea,Discodorididae,,,,,Diaulula,,Diaulula sandiegensis,,,,
206888946,223ebd9b-773f-48cc-ade6-cb621f4e4a3b,2024-04-12,2024-04-12 16:51:00 UTC,Pacific Time (US & Canada),2873,James Maughn,"",,2,0,"Santa Cruz, CA, USA",36.963802915,-122.0021854627,84,Doris montereyensis,Monterey Dorid,Mollusca,47469,Doridina,Doridoidea,Dorididae,,,,,Doris,,Doris montereyensis,,,,
206888947,8861529c-33d6-4b11-a332-0f3c08768f94,2024-04-12,2024-04-12 17:32:00 UTC,Pacific Time (US & Canada),2873,James Maughn,"",,1,0,"Santa Cruz, CA, USA",36.963802915,-122.0021854627,84,Coryphella trilineata,Three-lined Aeolid,Mollusca,1392222,Cladobranchia,Fionoidea,Coryphellidae,,,,,Coryphella,,Coryphella trilineata,,,,
206888948,544bd804-5655-4936-8f18-f287fd9d76ec,2024-04-12,2024-04-12 17:28:00 UTC,Pacific Time (US & Canada),2873,James Maughn,"",,2,0,"Santa Cruz, CA, USA",36.963802915,-122.0021854627,84,Hermissenda opalescens,Opalescent Nudibranch,Mollusca,494603,Cladobranchia,Aeolidioidea,Myrrhinidae,,,,,Hermissenda,,Hermissenda opalescens,,,,
206888949,4caecd4e-dcf7-4c93-b23f-cafbbbedbb99,2024-04-12,2024-04-12 17:50:00 UTC,Pacific Time (US & Canada),2873,James Maughn,"",,1,0,"Santa Cruz, CA, USA",36.963802915,-122.0021854627,84,Dirona picta,Colorful Dirona,Mollusca,48978,Cladobranchia,Proctonotoidea,Dironidae,,,,,Dirona,,Dirona picta,,,,
206893549,7444bf04-4691-4406-b333-7e26ac545dec,2024-04-12,2024-04-12 17:21:27 UTC,Pacific Time (US & Canada),7721930,,"","",1,0,"Monterey Bay, Pacific Grove, CA, US",36.6369083333,-121.9330583333,10,Diaulula sandiegensis,San Diego Dorid,Mollusca,508884,Doridina,Doridoidea,Discodorididae,,,,,Diaulula,,Diaulula sandiegensis,,,,
206905196,47c5efce-9446-4ad5-9bcc-99ec9732e40b,2024-04-12,2024-04-12 17:46:39 UTC,Pacific Time (US & Canada),2343821,Nicholas Flores,"","",1,0,"Carmel Bay, CA, US",36.5441083333,-121.9336866667,5,Doriopsilla fulva,White-speckled Dorid,Mollusca,467284,Doridina,Phyllidioidea,Dendrodorididae,,,,,Doriopsilla,,Doriopsilla fulva,,,,
207095135,bb6fd09a-dce5-46c5-8255-b8a6d88fd361,2024-04-12,2024-04-12 17:08:36 UTC,Pacific Time (US & Canada),7718906,,"","",1,0,"Monterey Bay, Pacific Grove, CA, US",36.6371033333,-121.932975,3,Geitodoris heathi,Heath's Dorid,Mollusca,47505,Doridina,Doridoidea,Discodorididae,,,,,Geitodoris,,Geitodoris heathi,,,,
207192270,d2b5a9f7-a65d-4478-90ec-a20f63a78f24,2024-04-07,2024-04-08 00:10:10 UTC,Pacific Time (US & Canada),6830593,,"","",1,0,"Carmel Bay, CA, US",36.5440466667,-121.9337916667,3,Peltodoris nobilis,Noble Dorid,Mollusca,48450,Doridina,Doridoidea,Discodorididae,,,,,Peltodoris,,Peltodoris nobilis,,,,
207221008,c897132a-b4c2-4b37-a665-ac1a6990e71e,2024-04-10,2024-04-10 14:18:03 UTC,Pacific Time (US & Canada),7047127,,"","",2,0,"North Pacific Ocean, CA, US",37.4943591751,-122.4985551154,407,Dirona picta,Colorful Dirona,Mollusca,48978,Cladobranchia,Proctonotoidea,Dironidae,,,,,Dirona,,Dirona picta,,,,
207221303,8aa6afff-b604-4089-8ed5-60455483fb2d,2024-04-10,2024-04-10 14:47:48 UTC,Pacific Time (US & Canada),7047127,,"","",1,0,"North Pacific Ocean, CA, US",37.4949371953,-122.4989565002,186,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
207250385,6d5a98b3-0851-4403-a0db-4853777fcf2c,2024-04-14,2024-04-14 19:00:32 UTC,Pacific Time (US & Canada),1111680,,"","",1,0,"North Pacific Ocean, CA, US",37.1849283333,-122.3973466667,11,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
207251240,8beb81fe-5891-4b73-9c7e-2e7b5f7c44fc,2024-04-14,2024-04-14 19:18:14 UTC,Pacific Time (US & Canada),1111680,,"","",2,0,"North Pacific Ocean, CA, US",37.1852,-122.3973166667,17,Ceratodoris rosacea,Hopkins' Rose Nudibranch,Mollusca,1520980,Doridina,Onchidoridoidea,Goniodorididae,Goniodoridinae,,,,Ceratodoris,,Ceratodoris rosacea,,,,
